1.2.74.251|858320|524160|100.0.10.71|22934|HTTP|80
1.2.75.238|858320|524160|100.0.10.11|58624|HTTP|80
1.2.76.168|858320|524160|100.0.10.5|58677|HTTP|80
1.2.77.232|858320|524160|100.0.10.38|62134|HTTP|80
1.2.78.149|858320|524160|100.0.10.85|61546|HTTP|80
1.2.81.35|7540|504728|192.168.4.4|26122|HTTP|80
1.2.82.125|429160|262080|100.0.10.94|25443|HTTP|80
1.2.82.73|858320|524160|100.0.10.44|25001|HTTP|80
1.2.83.123|858320|524160|100.0.10.29|25143|HTTP|80
1.2.90.161|858320|524160|100.0.10.26|26961|HTTP|80
1.2.91.230|858320|524160|100.0.10.48|27940|HTTP|80
1.2.99.9|858320|524160|100.0.10.24|57277|HTTP|80
10.0.1.15|3837656129|1475207869|10.0.1.18|2152|GTP|2152
10.0.1.15|5494485|9217631|10.0.1.18|2123|GTP|2123
107.14.33.226|1296012|516|10.10.10.106|49845|HTTP|443
107.14.33.226|1636893|515|10.10.10.106|51290|HTTP|443
107.14.33.226|2592024|1032|10.10.10.106|49845|HTTP|443
107.14.33.226|3273786|1030|10.10.10.106|51290|HTTP|443
107.14.33.226|3888036|1548|10.10.10.106|49845|HTTP|443
107.14.33.226|4910679|1545|10.10.10.106|51290|HTTP|443
107.14.33.226|5184048|2064|10.10.10.106|49845|HTTP|443
107.14.33.226|6480060|2580|10.10.10.106|49845|HTTP|443
107.14.33.226|6547572|2060|10.10.10.106|51290|HTTP|443
107.14.33.226|7776072|3096|10.10.10.106|49845|HTTP|443
107.14.33.226|8184465|2575|10.10.10.106|51290|HTTP|443
107.14.33.226|9821358|3090|10.10.10.106|51290|HTTP|443
107.14.33.58|35516|4788|10.10.10.106|50099|HTTP|80
107.14.33.58|88790|11970|10.10.10.106|50099|HTTP|80
107.22.184.93|328|3576|10.10.10.106|61232|HTTP|80
107.22.184.93|410|5110|10.10.10.106|51446|HTTP|80
107.22.184.93|492|4998|10.10.10.106|62331|HTTP|80
107.22.184.93|492|5364|10.10.10.106|61571|HTTP|80
107.22.184.93|574|5887|10.10.10.106|51638|HTTP|80
107.22.184.93|574|5887|10.10.10.106|51649|HTTP|80
108.161.187.37|140766|16944|10.10.10.106|59934|HTTP|80
108.161.187.37|249660|10008|10.10.10.106|60079|HTTP|80
108.161.187.37|310863|16163|10.10.10.106|60438|HTTP|80
108.161.187.37|603486|4608|10.10.10.106|52191|HTTP|80
108.161.187.37|93844|11296|10.10.10.106|59934|HTTP|80
108.161.189.192|10140|7190|10.10.10.106|51679|HTTP|80
108.161.189.192|2085|4305|10.10.10.106|51678|HTTP|80
108.162.197.15|219891|14727|10.10.10.106|60640|HTTP|80
108.162.197.15|439782|29454|10.10.10.106|60640|HTTP|80
108.162.197.15|568950|33535|10.10.10.106|60685|HTTP|80
108.162.197.15|647400|38568|10.10.10.106|60326|HTTP|80
108.168.214.12|15750|20585|10.10.10.106|49936|HTTP|80
108.168.214.12|6214|7492|10.10.10.106|49928|HTTP|80
108.168.214.17|12200|16552|10.10.10.106|51728|HTTP|80
108.168.214.17|13065|21115|10.10.10.106|54944|HTTP|80
108.168.214.17|135744|199416|10.10.10.106|55468|HTTP|80
108.168.214.17|14022|23022|10.10.10.106|51557|HTTP|80
108.168.214.17|15250|20690|10.10.10.106|51728|HTTP|80
108.168.214.17|15678|25338|10.10.10.106|54944|HTTP|80
108.168.214.17|15714|25722|10.10.10.106|55632|HTTP|80
108.168.214.17|15955|23545|10.10.10.106|52073|HTTP|80
108.168.214.17|16050|23165|10.10.10.106|54733|HTTP|80
108.168.214.17|16820|23292|10.10.10.106|55574|HTTP|80
108.168.214.17|1834|4164|10.10.10.106|54408|HTTP|80
108.168.214.17|18696|26340|10.10.10.106|54316|HTTP|80
108.168.214.17|18888|27162|10.10.10.106|51381|HTTP|80
108.168.214.17|2008|16348|10.10.10.106|55530|HTTP|80
108.168.214.17|2008|17020|10.10.10.106|51772|HTTP|80
108.168.214.17|2008|17488|10.10.10.106|55552|HTTP|80
108.168.214.17|2510|20475|10.10.10.106|51774|HTTP|80
108.168.214.17|2625|4301|10.10.10.106|54318|HTTP|80
108.168.214.17|3012|24630|10.10.10.106|54411|HTTP|80
108.168.214.17|3012|24708|10.10.10.106|55197|HTTP|80
108.168.214.17|3032|4122|10.10.10.106|55454|HTTP|80
108.168.214.17|3081|4261|10.10.10.106|54571|HTTP|80
108.168.214.17|3110|4308|10.10.10.106|54645|HTTP|80
108.168.214.17|3116|4390|10.10.10.106|54316|HTTP|80
108.168.214.17|3514|31423|10.10.10.106|51610|HTTP|80
108.168.214.17|502|4032|10.10.10.106|54574|HTTP|80
108.168.214.17|502|4105|10.10.10.106|54411|HTTP|80
108.168.214.17|502|4217|10.10.10.106|54329|HTTP|80
108.168.214.17|8614|8420|10.10.10.106|51571|HTTP|80
108.168.214.17|9275|21915|10.10.10.106|52084|HTTP|80
108.168.214.17|9576|14109|10.10.10.106|51751|HTTP|80
108.59.4.151|12372|2574|10.10.10.106|62502|HTTP|80
108.59.4.151|12618|2640|10.10.10.106|62012|HTTP|80
108.59.4.151|1740|3312|10.10.10.106|62495|HTTP|80
108.59.4.151|1752|3366|10.10.10.106|62357|HTTP|80
108.59.4.151|2916|3336|10.10.10.106|62515|HTTP|80
108.59.4.151|5550|3444|10.10.10.106|62013|HTTP|80
108.59.4.151|87822|18522|10.10.10.106|60321|HTTP|80
109.206.178.227|2856|2376|10.10.10.106|62314|HTTP|80
109.206.178.227|952|792|10.10.10.106|62314|HTTP|80
109.206.178.229|32864|370|10.10.10.106|54275|HTTP|80
109.206.178.229|78858|2274|10.10.10.106|54903|HTTP|80
115.111.14.10|0|172170|59.16.197.153|57028|BT|64788
115.111.14.2|1321021|208453|192.168.2.4|49895|TLS|443
115.111.14.2|1325324|209132|192.168.2.4|49895|TLS|443
115.111.14.2|1329627|209811|192.168.2.4|49895|TLS|443
115.111.14.2|1376960|217280|192.168.2.4|49895|TLS|443
115.111.14.2|1802957|284501|192.168.2.4|49895|TLS|443
115.111.14.2|1837381|289933|192.168.2.4|49895|TLS|443
115.111.14.2|30121|4753|192.168.2.4|49895|TLS|443
115.111.14.2|38727|6111|192.168.2.4|49895|TLS|443
115.111.14.2|47333|7469|192.168.2.4|49895|TLS|443
115.111.14.4|21|0|89.212.57.54|1967|TELNET|23
115.111.14.4|21|14|89.212.57.54|4412|TELNET|23
115.111.14.4|42|0|89.212.57.54|1967|TELNET|23
115.111.14.4|42|28|89.212.57.54|4412|TELNET|23
115.111.14.4|63|0|89.212.57.54|1967|TELNET|23
115.111.14.4|63|42|89.212.57.54|4412|TELNET|23
115.111.14.4|84|0|89.212.57.54|1967|TELNET|23
115.111.14.4|84|56|89.212.57.54|4412|TELNET|23
115.111.14.5|0|1848|221.175.64.125|3156|EDONKEY|30188
115.111.14.5|0|243|118.186.196.245|39368|EDONKEY|30188
115.111.14.5|0|594|27.188.59.104|58101|EDONKEY|30188
115.111.14.5|0|621|118.186.196.245|39368|EDONKEY|30188
115.111.14.5|101384|119444|115.111.14.4|5070|SIP|5060
115.111.14.5|106761|125781|115.111.14.4|5070|SIP|5060
115.111.14.5|279585|329385|115.111.14.4|5070|SIP|5060
115.111.14.5|32672|38492|115.111.14.4|5070|SIP|5060
115.111.14.6|105|0|115.204.60.255|59129|TELNET|23
115.111.14.6|105|0|201.54.67.97|4791|TELNET|23
115.111.14.6|21|0|82.56.236.2|3348|TELNET|23
115.111.14.6|42|0|115.204.60.255|59129|TELNET|23
115.111.14.6|42|0|201.54.67.97|4791|TELNET|23
115.111.14.6|42|0|82.56.236.2|3348|TELNET|23
115.111.14.6|63|0|82.56.236.2|3348|TELNET|23
115.111.14.6|84|0|115.204.60.255|59129|TELNET|23
115.111.14.6|84|0|201.54.67.97|4791|TELNET|23
115.111.14.6|84|0|82.56.236.2|3348|TELNET|23
115.111.14.9|12|0|115.108.118.105|42465|TELNET|23
115.111.14.9|12|0|115.108.133.136|34766|TELNET|23
115.111.14.9|12|0|115.108.161.14|58397|TELNET|23
115.111.14.9|12|0|115.108.179.8|52364|TELNET|23
115.111.14.9|12|0|115.108.191.149|42242|TELNET|23
115.111.14.9|12|0|115.108.97.197|42004|TELNET|23
115.111.14.9|12|0|115.86.102.141|4704|TELNET|23
115.111.14.9|12|0|115.86.123.126|3858|TELNET|23
115.111.14.9|12|12|115.108.114.135|35275|TELNET|23
115.111.14.9|12|12|115.108.118.105|37083|TELNET|23
115.111.14.9|12|12|115.108.133.136|38439|TELNET|23
115.111.14.9|12|12|115.108.161.14|50353|TELNET|23
115.111.14.9|12|12|115.108.178.56|44241|TELNET|23
115.111.14.9|12|12|115.108.182.135|35483|TELNET|23
115.111.14.9|12|12|115.108.191.149|47881|TELNET|23
115.111.14.9|12|12|115.108.97.197|42156|TELNET|23
115.111.14.9|144|0|115.77.138.223|3968|TELNET|23
115.111.14.9|24|0|115.86.102.141|4704|TELNET|23
115.111.14.9|24|0|115.86.123.126|3858|TELNET|23
115.111.14.9|36|0|115.108.114.135|57890|TELNET|23
115.111.14.9|36|0|115.108.118.105|42465|TELNET|23
115.111.14.9|36|0|115.108.133.136|34766|TELNET|23
115.111.14.9|36|0|115.108.161.14|58397|TELNET|23
115.111.14.9|36|0|115.108.179.8|52364|TELNET|23
115.111.14.9|36|0|115.108.182.135|35897|TELNET|23
115.111.14.9|36|0|115.108.191.149|42242|TELNET|23
115.111.14.9|36|0|115.108.97.197|42004|TELNET|23
115.111.14.9|36|0|115.86.102.141|4704|TELNET|23
115.111.14.9|36|0|115.86.123.126|3858|TELNET|23
115.111.14.9|36|36|115.108.114.135|35275|TELNET|23
115.111.14.9|36|36|115.108.118.105|37083|TELNET|23
115.111.14.9|36|36|115.108.133.136|38439|TELNET|23
115.111.14.9|36|36|115.108.161.14|50353|TELNET|23
115.111.14.9|36|36|115.108.178.56|44241|TELNET|23
115.111.14.9|36|36|115.108.182.135|35483|TELNET|23
115.111.14.9|36|36|115.108.191.149|47881|TELNET|23
115.111.14.9|36|36|115.108.97.197|42156|TELNET|23
115.111.14.9|48|0|115.108.114.135|57890|TELNET|23
115.111.14.9|48|0|115.108.118.105|42465|TELNET|23
115.111.14.9|48|0|115.108.133.136|34766|TELNET|23
115.111.14.9|48|0|115.108.161.14|58397|TELNET|23
115.111.14.9|48|0|115.108.179.8|52364|TELNET|23
115.111.14.9|48|0|115.108.182.135|35897|TELNET|23
115.111.14.9|48|0|115.108.191.149|42242|TELNET|23
115.111.14.9|48|0|115.108.97.197|42004|TELNET|23
115.111.14.9|48|0|115.77.138.223|3968|TELNET|23
115.111.14.9|48|0|115.86.102.141|4704|TELNET|23
115.111.14.9|48|0|115.86.123.126|3858|TELNET|23
115.111.14.9|48|48|115.108.114.135|35275|TELNET|23
115.111.14.9|48|48|115.108.118.105|37083|TELNET|23
115.111.14.9|48|48|115.108.133.136|38439|TELNET|23
115.111.14.9|48|48|115.108.161.14|50353|TELNET|23
115.111.14.9|48|48|115.108.178.56|44241|TELNET|23
115.111.14.9|48|48|115.108.182.135|35483|TELNET|23
115.111.14.9|48|48|115.108.191.149|47881|TELNET|23
115.111.14.9|48|48|115.108.97.197|42156|TELNET|23
115.111.14.9|492|0|115.108.118.105|42465|TELNET|23
115.111.14.9|492|0|115.108.133.136|34766|TELNET|23
115.111.14.9|492|0|115.108.182.135|35897|TELNET|23
115.111.14.9|492|0|115.108.97.197|42004|TELNET|23
115.111.14.9|492|492|115.108.114.135|35275|TELNET|23
115.111.14.9|492|492|115.108.118.105|37083|TELNET|23
115.111.14.9|492|492|115.108.133.136|38439|TELNET|23
115.111.14.9|492|492|115.108.161.14|50353|TELNET|23
115.111.14.9|492|492|115.108.182.135|35483|TELNET|23
115.111.14.9|492|492|115.108.97.197|42156|TELNET|23
115.111.14.9|504|0|115.108.114.135|57890|TELNET|23
115.111.14.9|504|0|115.108.161.14|58397|TELNET|23
115.111.14.9|504|0|115.108.179.8|52364|TELNET|23
115.111.14.9|504|0|115.108.191.149|42242|TELNET|23
115.111.14.9|504|504|115.108.178.56|44241|TELNET|23
115.111.14.9|504|504|115.108.191.149|47881|TELNET|23
115.111.14.9|72|0|115.77.138.223|3968|TELNET|23
115.111.14.9|72|0|115.86.102.141|4704|TELNET|23
115.111.14.9|84|0|115.86.123.126|3858|TELNET|23
115.112.2.20|431104|0|192.168.30.87|50298|HTTP|80
115.118.111.8|19504|368|10.10.10.106|54494|EDONKEY|16465
115.118.111.8|25440|480|10.10.10.106|54494|EDONKEY|16465
115.118.111.8|32224|608|10.10.10.106|54494|EDONKEY|16465
115.118.111.8|50880|960|10.10.10.106|54494|EDONKEY|16465
117.104.139.212|1377430|2992|115.111.14.7|49181|APPCLASSIFIER|80
117.104.139.212|1377430|2992|115.111.14.7|49181|HTTP|80
117.104.139.212|2066145|4488|115.111.14.7|49181|APPCLASSIFIER|80
117.104.139.212|2066145|4488|115.111.14.7|49181|HTTP|80
117.104.139.212|2754860|5984|115.111.14.7|49181|APPCLASSIFIER|80
117.104.139.212|2754860|5984|115.111.14.7|49181|HTTP|80
117.121.249.254|2254|1456|115.111.14.11|49236|HTTP|80
118.214.210.217|1098377|1637|115.111.14.7|49174|TLS|443
118.214.210.217|2196754|3274|115.111.14.7|49174|TLS|443
118.214.210.217|31952|3476|115.111.14.7|49175|TLS|443
118.214.210.217|3295131|4911|115.111.14.7|49174|TLS|443
118.214.210.217|4393508|6548|115.111.14.7|49174|TLS|443
118.214.210.217|7440|1956|115.111.14.7|49314|APPCLASSIFIER|80
12.129.199.102|29124|41922|10.10.10.106|51941|HTTP|80
12.129.210.71|23532|24810|10.10.10.106|51401|HTTP|80
12.129.210.71|29922|30480|10.10.10.106|51780|HTTP|80
12.129.210.71|6734|6466|10.10.10.106|51527|HTTP|80
12.129.210.71|9990|8409|10.10.10.106|62143|HTTP|80
12.203.194.105|0|252|192.168.9.4|3496|GNUTELLA|35742
12.214.242.103|1800|2244|192.168.1.3|33109|GNUTELLA|6346
12.214.242.103|2400|2992|192.168.1.3|33109|GNUTELLA|6346
12.216.202.46|1004|720|192.168.9.4|2004|GNUTELLA|6346
120.29.145.16|146908|1400|115.111.14.7|49190|APPCLASSIFIER|443
120.29.145.56|15376|1512|115.111.14.7|49178|APPCLASSIFIER|443
122.178.225.26|185086|100298|192.168.2.4|49894|HTTP|80
122.178.225.26|418144|226592|192.168.2.4|49894|HTTP|80
122.178.225.41|185086|100298|192.168.2.4|49893|HTTP|80
122.178.225.41|418144|226592|192.168.2.4|49893|HTTP|80
124.40.41.55|0|3912|115.111.14.7|49859|APPCLASSIFIER|80
124.40.41.6|0|3804|115.111.14.7|49160|APPCLASSIFIER|80
125.252.237.186|142908|4164|115.111.14.11|1495|TLS|443
125.252.237.186|16720|4204|115.111.14.11|1497|TLS|443
125.252.237.186|33372|4184|115.111.14.11|1493|TLS|443
125.252.237.186|8360|2102|115.111.14.11|1497|TLS|443
125.56.200.155|18368|928|115.111.14.7|49153|APPCLASSIFIER|80
125.56.200.184|58388|3536|115.111.14.7|49301|HTTP|80
125.56.200.184|80644|5312|115.111.14.7|49294|APPCLASSIFIER|80
125.56.201.104|61880|8796|115.111.14.11|49820|HTTP|80
128.140.168.69|1128|504|115.111.14.11|49601|HTTP|443
128.140.168.69|1504|672|115.111.14.11|65314|HTTP|443
128.140.168.69|2632|1176|115.111.14.11|49344|HTTP|443
128.140.168.69|2632|1176|115.111.14.11|49366|HTTP|443
128.140.168.69|2632|1176|115.111.14.11|49396|HTTP|443
128.140.168.69|2632|1176|115.111.14.11|65285|HTTP|443
128.140.168.69|2632|1176|115.111.14.11|65307|HTTP|443
128.140.168.70|1504|672|115.111.14.11|49537|HTTP|443
128.140.168.70|1504|672|115.111.14.5|1614|HTTP|80
128.140.168.70|2632|1176|115.111.14.11|49238|HTTP|443
128.140.168.70|2632|1176|115.111.14.11|65270|HTTP|443
128.140.168.70|2632|1176|115.111.14.11|65273|HTTP|443
128.140.168.70|2632|1176|115.111.14.11|65281|HTTP|443
128.241.218.16|125376|5328|10.10.10.109|57661|HTTP|80
128.241.218.16|56392|1764|10.10.10.109|57734|HTTP|80
128.241.218.17|321600|14316|10.10.10.109|56829|HTTP|80
128.241.218.17|621472|31520|10.10.10.109|56818|HTTP|80
131.123.86.247|1500|2184|192.168.9.4|3093|GNUTELLA|6348
131.123.86.247|2000|2912|192.168.9.4|3093|GNUTELLA|6348
131.128.177.11|2130|6927|192.168.1.3|33073|GNUTELLA|6348
131.128.177.11|2840|9236|192.168.1.3|33073|GNUTELLA|6348
131.128.177.11|710|2309|192.168.1.3|33073|GNUTELLA|6348
131.211.32.111|0|810|192.168.9.4|3496|GNUTELLA|33609
131.234.209.38|585|171|192.168.9.4|11541|EDONKEY|11991
136.167.200.30|0|252|192.168.9.4|3496|GNUTELLA|28839
138.108.6.20|2508|4632|10.10.10.106|62458|HTTP|80
139.78.190.197|1452|639|192.168.9.4|2017|GNUTELLA|6306
140.174.24.160|31968|1720|192.168.200.200|4354|HTTP|80
140.174.24.185|4368|0|192.168.30.72|59840|TLS|443
141.157.209.67|1482|2184|192.168.9.4|3118|GNUTELLA|6348
141.157.209.67|1976|2912|192.168.9.4|3118|GNUTELLA|6348
149.174.149.31|1467|3537|10.10.10.106|49305|HTTP|80
149.174.60.65|16164|15840|10.10.10.106|49727|HTTP|80
149.174.60.65|16200|15831|10.10.10.106|49562|HTTP|80
149.174.60.65|17685|15831|10.10.10.106|49551|HTTP|80
149.174.60.65|3564|3520|10.10.10.106|50213|HTTP|80
149.174.60.65|9215|8800|10.10.10.106|50210|HTTP|80
154.35.175.201|1020|110|115.111.14.9|57743|IRC|6667
154.35.175.201|1022|112|115.111.14.9|54081|IRC|6667
154.35.175.201|1022|112|115.111.14.9|56689|IRC|6667
154.35.175.201|1054|110|115.111.14.9|39737|IRC|6667
154.35.175.201|1120|112|115.111.14.9|45804|IRC|6667
154.35.175.201|1120|112|115.111.14.9|49300|IRC|6667
154.35.175.201|1120|112|115.111.14.9|57558|IRC|6667
154.35.175.201|1404|168|115.111.14.9|40682|IRC|6667
154.35.175.201|1404|168|115.111.14.9|42751|IRC|6667
154.35.175.201|1404|168|115.111.14.9|50042|IRC|6667
154.35.175.201|1404|168|115.111.14.9|60734|IRC|6667
154.35.175.201|1527|162|115.111.14.9|46126|IRC|6667
154.35.175.201|1530|165|115.111.14.9|35060|IRC|6667
154.35.175.201|1530|165|115.111.14.9|57743|IRC|6667
154.35.175.201|1533|168|115.111.14.9|56689|IRC|6667
154.35.175.201|1581|165|115.111.14.9|39737|IRC|6667
154.35.175.201|1677|165|115.111.14.9|57499|IRC|6667
